date_time,open,high,low,close,volume,spread,real_volume
1993-05-12 00:00:00,1.537,1.5445,1.529,1.5338,2781,50,0
1993-05-13 00:00:00,1.5328,1.536,1.518,1.5225,2571,50,0
1993-05-14 00:00:00,1.5228,1.5415,1.52,1.5387,2711,50,0
1993-05-17 00:00:00,1.5365,1.546,1.5309,1.5355,2921,50,0
1993-05-18 00:00:00,1.535,1.538,1.5237,1.5365,2711,50,0
1993-05-19 00:00:00,1.535,1.5482,1.5328,1.5432,2261,50,0
1993-05-20 00:00:00,1.5425,1.5603,1.5383,1.5565,3001,50,0
1993-05-21 00:00:00,1.5548,1.5592,1.539,1.5425,2811,50,0
1993-05-24 00:00:00,1.54,1.545,1.5289,1.5365,2871,50,0
1993-05-25 00:00:00,1.5385,1.547,1.5345,1.542,2151,50,0
1993-05-26 00:00:00,1.542,1.5505,1.541,1.5472,1381,50,0
1993-05-27 00:00:00,1.5453,1.565,1.5425,1.562,2831,50,0
1993-05-28 00:00:00,1.561,1.568,1.5535,1.5607,2871,50,0
1993-05-31 00:00:00,1.5605,1.563,1.556,1.561,1351,50,0
1993-06-01 00:00:00,1.5613,1.567,1.546,1.5555,3621,50,0
1993-06-02 00:00:00,1.5544,1.556,1.5364,1.54,2481,50,0
1993-06-03 00:00:00,1.5403,1.5501,1.537,1.5501,1641,50,0
1993-06-04 00:00:00,1.549,1.5505,1.506,1.5085,4851,50,0
1993-06-07 00:00:00,1.5063,1.5268,1.506,1.5268,2111,50,0
1993-06-08 00:00:00,1.5253,1.5265,1.5135,1.5205,2121,50,0
1993-06-09 00:00:00,1.5195,1.527,1.5069,1.5152,3591,50,0
1993-06-10 00:00:00,1.5137,1.5325,1.507,1.5305,3421,50,0
1993-06-11 00:00:00,1.5293,1.5405,1.5185,1.5215,3621,50,0
1993-06-14 00:00:00,1.519,1.533,1.519,1.5285,1851,50,0
1993-06-15 00:00:00,1.5275,1.5355,1.514,1.5165,3201,50,0
1993-06-16 00:00:00,1.5155,1.52,1.498,1.5062,3471,50,0
1993-06-17 00:00:00,1.5055,1.5187,1.4985,1.514,3191,50,0
1993-06-18 00:00:00,1.5142,1.517,1.492,1.4975,3331,50,0
1993-06-21 00:00:00,1.494,1.498,1.4799,1.4885,3071,50,0
1993-06-22 00:00:00,1.4883,1.4905,1.474,1.4778,2251,50,0
1993-06-23 00:00:00,1.478,1.481,1.467,1.4735,2351,50,0
1993-06-24 00:00:00,1.472,1.4761,1.4637,1.469,2181,50,0
1993-06-25 00:00:00,1.4683,1.4835,1.467,1.4762,2511,50,0
1993-06-28 00:00:00,1.4785,1.4975,1.475,1.4959,2761,50,0
1993-06-29 00:00:00,1.4954,1.5155,1.4894,1.5123,3531,50,0
1993-06-30 00:00:00,1.512,1.5135,1.4885,1.4908,2881,50,0
1993-07-01 00:00:00,1.4898,1.5175,1.4867,1.515,3641,50,0
1993-07-02 00:00:00,1.515,1.5255,1.5055,1.507,3201,50,0
1993-07-05 00:00:00,1.508,1.5145,1.5045,1.5105,1751,50,0
1993-07-06 00:00:00,1.5095,1.513,1.5015,1.504,1751,50,0
1993-07-07 00:00:00,1.503,1.5077,1.49,1.4955,2791,50,0
1993-07-08 00:00:00,1.4942,1.4995,1.489,1.497,1821,50,0
1993-07-09 00:00:00,1.495,1.499,1.4765,1.48,3001,50,0
1993-07-12 00:00:00,1.484,1.4875,1.472,1.479,2601,50,0
1993-07-13 00:00:00,1.478,1.4995,1.4735,1.497,3301,50,0
1993-07-14 00:00:00,1.4978,1.5052,1.4885,1.5025,2871,50,0
1993-07-15 00:00:00,1.5025,1.5035,1.4845,1.489,2451,50,0
1993-07-16 00:00:00,1.4905,1.4915,1.474,1.486,3051,50,0
1993-07-19 00:00:00,1.4845,1.5018,1.483,1.4995,2261,50,0
1993-07-20 00:00:00,1.4975,1.514,1.4955,1.5122,2231,50,0
1993-07-21 00:00:00,1.5105,1.522,1.5075,1.516,2351,50,0
1993-07-22 00:00:00,1.5151,1.5173,1.502,1.514,2951,50,0
1993-07-23 00:00:00,1.51,1.513,1.4915,1.5035,3651,50,0
1993-07-26 00:00:00,1.504,1.5058,1.494,1.5015,2111,50,0
1993-07-27 00:00:00,1.5012,1.5022,1.4868,1.4898,1941,50,0
1993-07-28 00:00:00,1.488,1.4975,1.4845,1.496,1801,50,0
1993-07-29 00:00:00,1.495,1.5015,1.48,1.48,2801,50,0
1993-07-30 00:00:00,1.4812,1.489,1.475,1.4815,2771,50,0
1993-08-02 00:00:00,1.479,1.509,1.4759,1.5013,4391,50,0
1993-08-03 00:00:00,1.5012,1.5095,1.494,1.5,2981,50,0
1993-08-04 00:00:00,1.5,1.5055,1.4975,1.501,1501,50,0
1993-08-05 00:00:00,1.5016,1.5047,1.4895,1.4964,2521,50,0
1993-08-06 00:00:00,1.4958,1.4995,1.485,1.4979,2691,50,0
1993-08-09 00:00:00,1.497,1.499,1.489,1.491,1401,50,0
1993-08-10 00:00:00,1.4908,1.4918,1.465,1.4668,2961,50,0
1993-08-11 00:00:00,1.4668,1.4795,1.4668,1.4725,1971,50,0
1993-08-12 00:00:00,1.4715,1.4782,1.4564,1.465,3711,50,0
1993-08-13 00:00:00,1.465,1.4705,1.455,1.459,2501,50,0
1993-08-16 00:00:00,1.46,1.494,1.4595,1.491,3801,50,0
1993-08-17 00:00:00,1.4885,1.497,1.4844,1.488,2471,50,0
1993-08-18 00:00:00,1.4882,1.5183,1.4845,1.515,4081,50,0
